NOMEEMPRESA,PORTE,MEI,CNPJ,DS_LOGRADOURO,DS_NUMERO,DS_COMPLEMENTO,NO_BAIRRO,NR_CEP,NO_MUNICIPIO,DS_ATIVIDADE
NAME00004004,ME,,36408656400400,AVENIDA JOAO QUIUQUI,307,,CENTRO,29795000.0,ÁGUIA BRANCA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00004005,ME,N,36408656400500,RODOVIA ES 289 AMAPÁ,SN,KM  11  JOAQUIM CAIADO,ZONA RURAL,29490000.0,ATÍLIO VIVÁCQUA,"APARELHAMENTO DE PLACAS E EXECUÇÃO DE TRABALHOS EM MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS"
NAME00004006,ME,,36408656400600,RUA Bahia,9,,Jardim Campo Grande,29141402.0,CARIACICA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00004007,ME,,36408656400700,RUA SAO CONRADO,131,TERREO; LOTE: 03; QUADRA: 07;,MORADA DE LARANJEIRAS,29166850.0,SERRA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
NAME00004008,ME,S,36408656400800,RUA VITORIA,4,LOJA  02,BELA AURORA,29141664.0,CARIACICA,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00004009,ME,N,36408656400900,AVENIDA EXPEDITO GARCIA,153,LOJA B,CAMPO GRANDE,29146201.0,CARIACICA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS"
NAME00004010,ME,,36408656401000,AVENIDA ELDES SCHERRER SOUZA,519,SALA: 105,PARQUE RESIDENCIAL LARANJEIRAS,29165680.0,SERRA,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00004011,EPP,N,36408656401100,RUA PROFESSORA FRANCELINA CARNEIRO SETUBAL,1052,2° ANDAR,ITAPOA,29101641.0,VILA VELHA,FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO
NAME00004012,ME,,36408656401200,ROD CARLOS LINDEMBERG,5804,,ALVORADA,29117210.0,VILA VELHA,FABRICAÇÃO DE ARTEFATOS DE COURO NÃO ESPECIFICADOS ANTERIORMENTE
NAME00004013,ME,N,36408656401300,RUA Vale do Rio Doce,94,,Campo Grande,29146110.0,CARIACICA,FORMAÇÃO DE CONDUTORES
NAME00004014,ME,,36408656401400,RUA RUI BRAGA RIBEIRO,888,,SANTA INES,29106020.0,VILA VELHA,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS
NAME00004015,ME,,36408656401500,AV AMERICO BUAIZ,200,LOJA 412,ENSEADA DO SUA,29050310.0,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00004016,ME,N,36408656401600,AVENIDA RIO BRANCO,274,LOJA 15 EDIF SHOPPING RIO BRANCO,SANTA LUCIA,29056916.0,VITÓRIA,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00004017,ME,N,36408656401700,RUA DOUTOR JAIR ANDRADE,550,,ITAPUÃ,29101700.0,VILA VELHA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00004018,EPP,N,36408656401800,ESTRADA CACO DO POTE,S/N,,ZONA RURAL,29240000.0,ALFREDO CHAVES,FABRICAÇÃO DE ÁGUAS ENVASADAS
NAME00004019,ME,N,36408656401900,AVENIDA JOSE GRILO,SN,,PEDRO RIGO,29370000.0,CONCEIÇÃO DO CASTELO,COMÉRCIO VAREJISTA DE TECIDOS
NAME00004020,EPP,,36408656402000,RUA COSTA PEREIRA,178,A 180,SUMARE,29304516.0,CACHOEIRO DE ITAPEMIRIM,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00004021,EPP,N,36408656402100,AVENIDA CHAMPAGNAT,645,ED. PALMARES SALA 502,CENTRO,29100013.0,VILA VELHA,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
NAME00004022,ME,N,36408656402200,RODOVIA BR 101,SN,KM 260,CARAPINA,29160000.0,SERRA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS
NAME00004023,ME,N,36408656402300,AVENIDA SEGUNDA AVENIDA,300,PARTE,JARDIM LIMOEIRO,29165390.0,SERRA,MONTAGEM DE ESTRUTURAS METÁLICAS
NAME00004024,EPP,N,36408656402400,AV CARLOS DE MEDEIROS,516,,CENTRO,29730000.0,BAIXO GUANDU,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00004025,EPP,,36408656402500,RODOVIA DO SOL,27,,PRAIA DE ITAPARICA,29102023.0,VILA VELHA,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00004026,ME,,36408656402600,AV RANULPHO BARBOSA DOS SANTOS,740,LOJA 01,JARDIM CAMBURI,29090120.0,VITÓRIA,IMPERMEABILIZAÇÃO EM OBRAS DE ENGENHARIA CIVIL
NAME00004027,ME,,36408656402700,RUA CLAUDIO COUTINHO,133,,JARDIM LIMOEIRO,29164270.0,SERRA,"FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA USO NA CONSTRUÇÃO, EXCETO TUBOS E ACESSÓRIOS"
NAME00004028,ME,,36408656402800,RUA EUGENIO NETO,488,SALA 603,PRAIA DO CANTO,29055270.0,VITÓRIA,GESTÃO E ADMINISTRAÇÃO DA PROPRIEDADE IMOBILIÁRIA
NAME00004029,EPP,,36408656402900,RUA GAMA ROSA,174,LOJA 01,CENTRO,29015100.0,VITÓRIA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, COM MANIPULAÇÃO DE FÓRMULAS"
NAME00004030,ME,N,36408656403000,RUA 7 DE SETEMBRO,100,,MORADA DA BARRA,29126596.0,VILA VELHA,COMÉRCIO ATACADISTA DE MADEIRA E PRODUTOS DERIVADOS
NAME00004031,EPP,,36408656403100,RUA BERNARDINO MONTEIRO,S/N,,DOIS PINHEIROS,29650000.0,SANTA TERESA,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00004032,ME,N,36408656403200,RUA HELEODORO MUNIZ,742,,TIMBUI,29188000.0,FUNDÃO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, MUNICIPAL"
NAME00004033,ME,,36408656403300,"ROD VITORIA/JACARAIPE KM 2,5",S/N,,JARDIM LIMOEIRO,29164000.0,SERRA,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
NAME00004034,ME,N,36408656403400,AVENIDA PADRE ANCHIETA,553,,DOM BOSCO,29147300.0,CARIACICA,FABRICAÇÃO DE PRODUTOS DE LIMPEZA E POLIMENTO
NAME00004035,ME,N,36408656403500,AV ETELVINA VIVACQUA,30,A,SANTO ANTONIO,29300000.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00004036,ME,N,36408656403600,RUA DOS OPERÁRIOS,45,SALA FRENTE,CENTRO,29850000.0,ECOPORANGA,Edição de jornais não diários
NAME00004037,ME,N,36408656403700,AVENIDA GOVERNADOR LACERDA DE AGUIAR,1004,,Centro,29845000.0,BOA ESPERANÇA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00004038,ME,,36408656403800,KM 25,SN,"FAZENDA PERAU, BARRA DO MAGARAI",DE DJALMA COUTINHO,29640000.0,SANTA LEOPOLDINA,COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR
NAME00004039,ME,,36408656403900,RUA SETE DE SETEMBRO,170,EDIFICIO JOA JULIAO - LOJA 01,CENTRO,29015000.0,VITÓRIA,"REPARAÇÃO DE CALÇADOS, BOLSAS E ARTIGOS DE VIAGEM"
NAME00004040,ME,,36408656404000,RUA MARGARETH CASTELIANO,S/N,,ESPLANADA,29345000.0,MARATAÍZES,FABRICAÇÃO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUÇÃO
NAME00004041,ME,,36408656404100,RUA CARLOS KRAUSE,54,VILA STº ANTº QUINZE,SEDE,29830000.0,NOVA VENÉCIA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00004042,ME,,36408656404200,RUA Antônio Ataíde 823,823,,Centro de Vila Velha,29100906.0,VILA VELHA,IMPRESSÃO DE MATERIAL PARA USO PUBLICITÁRIO
NAME00004043,ME,,36408656404300,RUA SAO PEDRO,282,SALA 201,JARDIM LIMOEIRO,29164042.0,SERRA,"SERVIÇOS DE CARTOGRAFIA, TOPOGRAFIA E GEODÉSIA"
NAME00004044,EPP,,36408656404400,RUA PROF. SARMENTO,135,,PRAIA DO SUÁ,29052370.0,VITÓRIA,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE
NAME00004045,EPP,,36408656404500,AVENIDA Nicola Biancardi,1100,,Centro,29900207.0,LINHARES,COMÉRCIO VAREJISTA DE ANTIGÜIDADES
NAME00004046,EPP,N,36408656404600,AV CARIACICA,866,,VILA CAPIXABA,29148100.0,CARIACICA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00004047,ME,,36408656404700,RUA VANAIR,134,,JARDIM MARILANDIA,29112290.0,VILA VELHA,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE TÊXTEIS, VESTUÁRIO, CALÇADOS E ARTIGOS DE VIAGEM"
NAME00004048,EPP,N,36408656404800,AV MARECHAL FLORIANO,330,,CENTRO,29560000.0,GUAÇUÍ,ENSINO DE IDIOMAS
NAME00004049,ME,N,36408656404900,RUA Rio Grande do Sul,115,,Jardim Boa Vista,29217150.0,GUARAPARI,OBRAS DE ALVENARIA
NAME00004050,ME,,36408656405000,RUA PLANALTO,3,,PLANALTO SERRANO BLOCO A,29178270.0,SERRA,COMÉRCIO VAREJISTA DE ARTIGOS MÉDICOS E ORTOPÉDICOS
NAME00004051,EPP,,36408656405100,"AV. CALIFORNIA,",670,LOTE ESTRELA,BARRA DO JUCU,29125020.0,VILA VELHA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00004052,EPP,N,36408656405200,AVENIDA AFONSO CLAUDIO,849,,BOA ESPERANCA,29395000.0,IBATIBA,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00004053,ME,,36408656405300,AV JOSE GRILO,901,LOJA 01,CENTRO,29370000.0,CONCEIÇÃO DO CASTELO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00004054,ME,,36408656405400,AVENIDA SAO MATEUS,116,CENTRO,BEIRA RIO,29830000.0,NOVA VENÉCIA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00004055,EPP,N,36408656405500,AV AMERICO BUAIZ,200,LOJA 265 SHOPPING VITORIA,ENSEADA DO SUA,29050420.0,VITÓRIA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES"
NAME00004056,ME,N,36408656405600,RUA dos Cocais,282,,Morada do Sol,29129730.0,VILA VELHA,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
NAME00004057,ME,,36408656405700,ROD BR 262,S/N,KM 12.8,BUIAIARAS,29135000.0,VIANA,RECONDICIONAMENTO E RECUPERAÇÃO DE MOTORES PARA VEÍCULOS AUTOMOTORES
NAME00004058,ME,,36408656405800,RUA SANTO ANTONIO,80,LOJA 03,CENTRO,29280000.0,ICONHA,SERVIÇOS DE PRÉ-IMPRESSÃO
NAME00004059,EPP,N,36408656405900,RUA DAVINO MATTOS,465,,Centro,29200430.0,GUARAPARI,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA
NAME00004060,ME,N,36408656406000,RUA C DOIS,43,,SOL NASCENTE,29210500.0,GUARAPARI,ENVASAMENTO E EMPACOTAMENTO SOB CONTRATO
NAME00004061,ME,,36408656406100,AV SILVIO AVIDOS,2455,,SAO SILVANO,29706040.0,COLATINA,Comércio varejista especializado de equipamentos e suprimentos de informática
NAME00004062,ME,,36408656406200,AV JERONIMO MONTEIRO,1507,SALA 102,GLORIA,29122220.0,VILA VELHA,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA
NAME00004063,EPP,N,36408656406300,RODOVIA LUIZ THEODORO MUSSO,178,,BELA VISTA,29192057.0,ARACRUZ,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00004064,ME,,36408656406400,AVENIDA ANTONIO PAULINO,1627,,CENTRO,29890000.0,MONTANHA,"FABRICAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS DE CONCRETO ARMADO, EM SÉRIE E SOB ENCOMENDA"
NAME00004065,EPP,,36408656406500,RODOVIA Cônego João Guilherme,SN,GALPAO 1;,Santa Helena,29705720.0,COLATINA,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE
NAME00004066,EPP,N,36408656406600,RODOVIA AVENIDA MARIO GURGEL,1092,PAVMTO 01;,Itaquari,29151570.0,CARIACICA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00004067,EPP,N,36408656406700,AV VITORIA,2260,,ILHA DE MONTE BELO,29050140.0,VITÓRIA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES"
NAME00004068,ME,,36408656406800,RUA MAJOR CLARINDO FUNDAO,156,SALA 604,PRAIA DO CANTO,29055655.0,VITÓRIA,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE
NAME00004069,ME,,36408656406900,AV. HENRIQUE MOSCOSO,1560,ED. RAMALDES - SALA 302,CENTRO,29100020.0,VILA VELHA,AGÊNCIAS DE PUBLICIDADE
NAME00004070,ME,,36408656407000,AV NOSSA SENHORA DA PENHA,2719,LOJA 04,BOMBA,29045403.0,VITÓRIA,COMÉRCIO ATACADISTA DE OUTROS PRODUTOS QUÍMICOS E PETROQUÍMICOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00004071,ME,,36408656407100,RUA BANDEIRANTES,250,,BOM PASTOR,29135000.0,VIANA,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00004072,ME,,36408656407200,AVENIDA RIO BRANCO,1517,LOJA 04,PRAIA DO CANTO,,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00004073,ME,,36408656407300,AV AMERICO BUAIZ,200,LOJA 207 E 207A; SHOPPING VITORIA,ENSEADA DO SUA,29050420.0,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00004074,EPP,N,36408656407400,RUA MANOEL VIVÁCQUA,314,,JABOUR,29072230.0,VITÓRIA,LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR
NAME00004075,ME,,36408656407500,AVENIDA CORONEL VENANCIO FLORES,1188,EDIF SAN KARLO ANDAR 3 SALA 16,CENTRO,29190010.0,ARACRUZ,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00004076,ME,,36408656407600,RUA HUMBERTO PEREIRA,13,,PRAIA DE ITAPARICA,29102170.0,VILA VELHA,RESTAURANTES E SIMILARES
NAME00004077,ME,,36408656407700,SITIO CAMARGO,S/N,,CAMARGO - ZONA RURAL,29375000.0,VENDA NOVA DO IMIGRANTE,"APARELHAMENTO DE PLACAS E EXECUÇÃO DE TRABALHOS EM MÁRMORE, GRANITO, ARDÓSIA E OUTRAS PEDRAS"
NAME00004078,ME,N,36408656407800,AVENIDA MANOEL SANTANA,90,,MEAIPE,29208010.0,GUARAPARI,HOTÉIS
NAME00004079,ME,,36408656407900,RUA DOMINGOS DADALTO,50,,RIO BRANCO,29147640.0,CARIACICA,IMPRESSÃO DE MATERIAL DE SEGURANÇA
NAME00004080,EPP,N,36408656408000,AVENIDA JONES DOS SANTOS NEVES,1541,,IRMAOS FERNANDES,29800000.0,BARRA DE SÃO FRANCISCO,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00004081,ME,N,36408656408100,AVENIDA CARLOS LINDEMBERG,599,LOJA 02;,CENTRO,29230000.0,ANCHIETA,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA
NAME00004082,ME,,36408656408200,AV. BEIRA MAR,906,ED. TRADE CENTER - LOJA 26 B,PRAIA DO MORRO,29216010.0,GUARAPARI,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL
NAME00004083,ME,,36408656408300,RODOVIA GOVERNADOR  JOSE SETE,68,LOJA 03,ALTA LAJE,29151055.0,CARIACICA,COMÉRCIO VAREJISTA DE VIDROS
NAME00004084,EPP,,36408656408400,RUA 25 DE MARCO,33,LOJA 216/217 SHOPPING CACAHOEIRO,CENTRO,29300310.0,CACHOEIRO DE ITAPEMIRIM,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS
NAME00004085,ME,,36408656408500,PRACA SAO BENEDITO,192,,CENTRO,29930330.0,SÃO MATEUS,ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA
NAME00004086,ME,,36408656408600,RUA MONSENHOR PEDRINHA   TEL 2642350,1274,,CENTRO,29900158.0,LINHARES,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
NAME00004087,ME,,36408656408700,AVENIDA ITAPEMIRIM,SN,,ITAOCA,29338000.0,ITAPEMIRIM,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA
NAME00004088,ME,,36408656408800,AVENIDA MANOEL MARQUES,298,LOJA 2,SAO CRISTOVAO,29048490.0,VITÓRIA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00004089,ME,,36408656408900,RUA CARAJAS,S/N,,BELA VISTA,29192090.0,ARACRUZ,"FABRICAÇÃO DE ESCOVAS, PINCÉIS E VASSOURAS"
NAME00004090,ME,N,36408656409000,RUA ROSALINA ROSSI ASSUNÇÃO,43,,ADALBERTO SIMÃO NADER,29214420.0,GUARAPARI,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS"
NAME00004091,ME,,36408656409100,AV RUBENS RANGEL,1700,,CIDADE NOVA,29345000.0,MARATAÍZES,COMÉRCIO VAREJISTA DE BEBIDAS
NAME00004092,ME,,36408656409200,RUA JOSE VICENTE BARBOSA,71,,CENTRO,29370000.0,CONCEIÇÃO DO CASTELO,"COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS"
NAME00004093,ME,,36408656409300,RUA LIBERALINO LIMA,47,,JABURUNA,29123190.0,VILA VELHA,COMÉRCIO VAREJISTA DE CARNES E PESCADOS - AÇOUGUES E PEIXARIAS
NAME00004094,ME,,36408656409400,RODOVIA JOSE SETE,S/N,LJ 02,ALTO LAGE,29151055.0,CARIACICA,COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS
NAME00004095,ME,,36408656409500,AV N.SRA. DA PENHA,196,,CENTRO,29360000.0,CASTELO,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00004096,ME,,36408656409600,R BARBACENA,302,,NOVA CARAPINA II,29170209.0,SERRA,CONSTRUÇÃO DE EDIFÍCIOS
NAME00004097,ME,,36408656409700,AVENIDA CORONEL JOSE MARTINS DE FIGUEIREDO,911,LOJA 01; PVMTO 1,TABUAZEIRO,29043405.0,VITÓRIA,FABRICAÇÃO DE ESQUADRIAS DE METAL
NAME00004098,ME,,36408656409800,RUA DA FLOR DE MANACA,10,LOJA 01,FEU ROSA,29172007.0,SERRA,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00004099,EPP,,36408656409900,RUA ANTONIO ALEIXO,82,1º E 2º PAVIMENTO,HORTO,29050150.0,VITÓRIA,Comércio varejista especializado de equipamentos e suprimentos de informática
NAME00004100,ME,,36408656410000,RUA ALPHEU CORREA PIMENTEL,63,,CACAROCA,29176431.0,SERRA,SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA
NAME00004101,ME,N,36408656410100,AVENIDA JOSE TOZZI,2395,LADO FRENTE,BOA VISTA,29931345.0,SÃO MATEUS,"TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL"
NAME00004102,ME,N,36408656410200,RUA QUINZE DE NOVEMBRO,737C,,CENTRO DE VILA VELHA,29100031.0,VILA VELHA,"COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS"
NAME00004103,ME,,36408656410300,AVENIDA PARIS,1225,CASA,PRAIA DO MORRO,29216570.0,GUARAPARI,MANUTENÇÃO E REPARAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS PARA USOS INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00004104,EPP,N,36408656410400,RUA LUIZ CORREA MALVA,14-16,02;,SANTO ANTONIO,29300540.0,CACHOEIRO DE ITAPEMIRIM,LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS
NAME00004105,ME,,36408656410500,AVENIDA ABIDO SAADI,1132,LOJA 01,JACARAIPE,29173180.0,SERRA,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
NAME00004106,ME,,36408656410600,RUA CARLOS GOMES,832,SALA D,PARQUE RESIDENCIAL LARANJEIRAS,29165260.0,SERRA,COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE
NAME00004107,ME,,36408656410700,RUA FRANCISCA PERGENTINA TEIXEIRA,470,,FIORAVANTE MARINO,29705825.0,COLATINA,"TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET"
NAME00004108,ME,,36408656410800,RUA DR JOAQUIM RIBEIRO FILHO,107,,VILA NOVA,29702130.0,COLATINA,FORMAÇÃO DE CONDUTORES
NAME00004109,EPP,N,36408656410900,AVENIDA GETULIO VARGAS,500,1 PISO; LOJA 1,CENTRO,29700010.0,COLATINA,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDÊNCIA COMPLEMENTAR E DE SAÚDE"
NAME00004110,ME,,36408656411000,RODOVIA ES-137,2459,KM 3,POLO AGROINDUSTRIAL,29830000.0,NOVA VENÉCIA,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES
NAME00004111,ME,,36408656411100,AV JERONIMO MONTEIRO,902,LOJA 01,CENTRO,29010004.0,VITÓRIA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00004112,ME,,36408656411200,RUA QUATRO,13,LOJA 01,PORTAL DE GUARAPARI,29220230.0,GUARAPARI,"FABRICAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS DE CONCRETO ARMADO, EM SÉRIE E SOB ENCOMENDA"
NAME00004113,ME,N,36408656411300,AV ANISIO FERNANDES COELHO,586,SALA 103,JARDIM DA PENHA,29060010.0,VITÓRIA,EDIÇÃO INTEGRADA À IMPRESSÃO DE JORNAIS
NAME00004114,ME,,36408656411400,AV JERUSALEM,229,LOJA 01,CAMPO GRANDE,29146390.0,CARIACICA,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES"
NAME00004115,EPP,,36408656411500,AV NOSSA SENHORA DA PENHA,680,ED DALLAS,CENTRO,29360000.0,CASTELO,COMÉRCIO VAREJISTA DE MÓVEIS
NAME00004116,ME,N,36408656411600,CORREGO ALTO LAGE,S/N,,ZONA RURAL,29730000.0,BAIXO GUANDU,EXTRAÇÃO DE GRANITO E BENEFICIAMENTO ASSOCIADO
NAME00004117,ME,N,36408656411700,AVENIDA JERÔNIMO MONTEIRO,1000,SALA 422 424,CENTRO,29010004.0,VITÓRIA,RESTAURANTES E SIMILARES
NAME00004118,ME,N,36408656411800,RUA DAS PALMEIRAS,18,,PORTINHO,29285000.0,PIÚMA,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO"
NAME00004119,ME,,36408656411900,RUA CELESTINO DE ALMEIDA,49,,CASTELO BRANCO,29150000.0,CARIACICA,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS"
NAME00004120,ME,N,36408656412000,RUA EUCLIDES DA CUNHA,145,LOJA 02,LARANJEIRAS,29165310.0,SERRA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00004121,ME,,36408656412100,RUA ESPIRITO SANTO,71,LOJA 02,BELA AURORA,29154820.0,CARIACICA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
NAME00004122,ME,N,36408656412200,AVENIDA SANTA LEOPOLDINA,1081,,ITAPARICA,29102040.0,VILA VELHA,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS"
NAME00004123,EPP,N,36408656412300,AVENIDA MARIANO FIRME,49,,BANDEIRANTES,29142008.0,CARIACICA,CONSTRUÇÃO DE EDIFÍCIOS
